Split,Classifier,Parameters,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC
1,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.05,0.7290459103873401,0.3595092024539877,0.0699534439536827,0.11711801738782852,0.6306920945964154
1,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.1,0.7129757414052197,0.34938650306748464,0.13596753014205562,0.19575491965283146,0.6306920945964154
1,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.2,0.6827675039102034,0.3491795736850176,0.2718156858063746,0.30567861457913814,0.6306920945964154
1,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.3,0.6519459011868617,0.34808832549580865,0.40647009669332695,0.37502065091690073,0.6306920945964154
1,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.5,0.5765939828871102,0.33349690241059926,0.6490390354542199,0.44059967585089144,0.6306920945964154
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.01,0.7409451958168491,0.39263803680981596,0.015279933150292467,0.02941514420314834,0.6433950318244082
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.02,0.7379397061980556,0.37116564417177916,0.028888623612271697,0.05360505039317754,0.6433950318244082
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.05,0.7315607078234735,0.38466257668711656,0.07484779754088576,0.12531228140301787,0.6433950318244082
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.1,0.7191707302113043,0.3803680981595092,0.1480243523934583,0.2131133453639254,0.6433950318244082
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.2,0.6961388658876928,0.3826100291366355,0.2978393219529665,0.33494428782386904,0.6433950318244082
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.3,0.6642745422761983,0.36863627070128807,0.4304643667183956,0.39715843383446225,0.6433950318244082
1,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.5,0.5799674916428987,0.33687051462920936,0.6556046317297362,0.4450567260940032,0.6433950318244082
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.01,0.7412518784310117,0.40797546012269936,0.015876805538975768,0.030564173273583822,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.02,0.739043763609041,0.3987730061349693,0.031037364211531575,0.05759220290176099,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.05,0.7332781304627841,0.401840490797546,0.07819028291751223,0.13090836414509843,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.1,0.7229122581040881,0.399079754601227,0.15530619553539454,0.2235971470310218,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.2,0.7019044990339498,0.39702499616623216,0.30906052286021246,0.34756343133306483,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.3,0.6668506762351643,0.3729298711919853,0.4354780947833353,0.40178423922022133,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.5,0.5837090195356825,0.34061215727166777,0.6628864748716724,0.45,0.6550048747452331
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.01,0.741987916705002,0.4447852760736196,0.017309299271815685,0.03332184304262898,0.6701336585232712
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.02,0.7415585610451744,0.4616564417177914,0.03593171779873463,0.0666740502824233,0.6701336585232712
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.05,0.7401478210200264,0.4705521472392638,0.09156022442401815,0.1532926951134206,0.6701336585232712
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.1,0.7327874382801239,0.4484662576687117,0.17452548645099678,0.25126750880811205,0.6701336585232712
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.2,0.7069340939062164,0.40959975463885906,0.3188492300346186,0.3585716203517251,0.6701336585232712
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.3,0.6740270494065691,0.38489061541607034,0.44944490867852455,0.4146704113662647,0.6701336585232712
1,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.5,0.5930935075290582,0.3499969330798013,0.6811507699653814,0.4623987034035656,0.6701336585232712
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.01,0.7411905419081792,0.4049079754601227,0.015757431061239106,0.030334367459496723,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.02,0.7384303983807158,0.3834355828220859,0.029843619434164977,0.055377118174770194,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.05,0.7295366025700003,0.36441717791411044,0.07090843977557598,0.1187168981712801,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.1,0.7166559327751709,0.36779141104294477,0.1431299988062552,0.20606685571882785,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.2,0.6934400588830619,0.3758625977610796,0.29258684493255344,0.32903745469190493,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.3,0.6669733492808293,0.373134328358209,0.43571684373880865,0.4020045156671623,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.5,0.5834023369215199,0.34030546525179417,0.6622896024829892,0.44959481361426257,0.6452920686522966
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.01,0.7414358879995093,0.4171779141104294,0.016234928972185748,0.03125359071584511,0.6580360134521193
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.02,0.7411905419081792,0.45245398773006135,0.03521547093231467,0.06534499944622882,0.6580360134521193
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.05,0.7392891097003711,0.4619631901840491,0.0898889817357049,0.15049465374238033,0.6580360134521193
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.1,0.7292912564786702,0.43098159509202455,0.16772114122000717,0.2414711695454155,0.6580360134521193
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.2,0.7014751433741221,0.39595154117466647,0.30822490151605586,0.3466237078802524,0.6580360134521193
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.3,0.6681387432146472,0.37507667143733386,0.4379849588158052,0.404097141913101,0.6580360134521193
1,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.5,0.5825436256018647,0.33944672759614797,0.6606183597946759,0.4484602917341977,0.6580360134521193
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.01,0.7419265801821695,0.44171779141104295,0.017189924794079027,0.033092037228541885,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.02,0.7403931671113565,0.4325153374233129,0.033663602721738094,0.062465389301140775,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.05,0.7364062931272426,0.4331288343558282,0.08427838128208189,0.14110122913960224,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.1,0.7256724016315516,0.4128834355828221,0.16067804703354424,0.23133109908051905,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.2,0.6987149998466587,0.38905075908602976,0.3028530500179062,0.3405826285407437,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.3,0.6677093875548196,0.374361071355551,0.4371493374716486,0.40332617434880774,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.5,0.5840157021498451,0.3409188492915414,0.6634833472603557,0.4504051863857374,0.6532188320407011
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.01,0.7430306375931548,0.49693251533742333,0.019338665393338905,0.03722854188210962,0.6587617762823752
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.02,0.7418652436593369,0.46932515337423314,0.03652859018741793,0.06778159264591871,0.6587617762823752
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.05,0.7384303983807158,0.45337423312883435,0.08821773904739166,0.14769661237134005,0.6587617762823752
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.1,0.7304566504124881,0.4368098159509202,0.1699892562970037,0.24473661596631435,0.6587617762823752
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.2,0.7061980556322263,0.4077595460818893,0.3174167363017787,0.35696066586118935,0.6587617762823752
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.3,0.673781703315239,0.384481701083623,0.4489674107675779,0.4142298584723829,0.6587617762823752
1,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.5,0.5902106909559297,0.347114028092989,0.6755401695117584,0.45858995137763375,0.6587617762823752
1,NB,{},0.01,0.7397184653601987,0.3312883435582822,0.01289244359555927,0.024819027921406413,0.539555307161173
1,NB,{},0.02,0.7353635722390898,0.3067484662576687,0.023874895547331982,0.04430169453981615,0.539555307161173
1,NB,{},0.05,0.7221762198300978,0.2907975460122699,0.056583502447176796,0.09473368641950636,0.539555307161173
1,NB,{},0.1,0.7002177446560555,0.2855828220858896,0.11113763877283037,0.160006874624044,0.539555307161173
1,NB,{},0.2,0.6601956635078358,0.29274651127127743,0.22788587799928375,0.25627601020271173,0.539555307161173
1,NB,{},0.3,0.6187015058116355,0.29268043344919237,0.3417691297600573,0.31532573379591383,0.539555307161173
1,NB,{},0.5,0.5275861011439261,0.28448751763479113,0.5536588277426286,0.3758508914100486,0.539555307161173
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.01,0.7385530714263808,0.27300613496932513,0.010624328518562732,0.02045271745375158,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.02,0.7360382739902475,0.3236196319018405,0.025188014802435238,0.04673828773950603,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.05,0.7259790842457141,0.32883435582822085,0.0639847200668497,0.10712501249125611,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.1,0.7088661943754409,0.32883435582822085,0.1279694401336994,0.1842399243791355,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.2,0.6733830159168277,0.3257169145836528,0.25355139071266564,0.2851389448248087,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3,0.6295580703529917,0.31077489265998776,0.3628984123194461,0.3348201993501844,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.5,0.5400374152789278,0.29693921364166104,0.5778918467231706,0.39230145867098865,0.5669950384459226
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.01,0.740699849725519,0.3803680981595092,0.014802435239345827,0.028495920946799952,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.02,0.7380623792437206,0.37423312883435583,0.029127372567745016,0.05404806733857571,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.05,0.7305179869353207,0.37423312883435583,0.07281843141936253,0.12191465973818326,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.1,0.7156745484098507,0.3628834355828221,0.14122000716246866,0.20331700610122885,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.2,0.683319532615696,0.350559730102745,0.27289005610600453,0.30688683044703985,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.3,0.645137547152452,0.3367409527703946,0.3932195296645577,0.3627953081116801,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.5,0.5570889686263686,0.3139912899466356,0.611077951533962,0.41482982171799027,0.5971198653270646
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.01,0.7406385132026866,0.3773006134969325,0.014683060761609168,0.028266115132712853,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.02,0.737387677492563,0.35736196319018404,0.027814253312641757,0.05161147413888582,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.7307633330266508,0.37668711656441717,0.07329592933030918,0.12271410012990906,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.7155518753641856,0.36226993865030677,0.14098125820699534,0.20297327489902894,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6796393412457448,0.34135868731789604,0.26572758744180497,0.2988320579943617,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.6427454227619837,0.3327540380290329,0.388563925032828,0.3584999173963324,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.5527340755052597,0.30963626326442983,0.6026023636146591,0.40907617504051863,0.5966712700316212
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.7416198975680068,0.4263803680981595,0.016593052405395728,0.031943008158106405,0.6031815367540123
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.739166436654706,0.401840490797546,0.0312761131670049,0.058035219847159154,0.6031815367540123
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.7305793234581531,0.37484662576687117,0.0729378058970992,0.12211451983611472,0.6031815367540123
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.7145091544760328,0.3570552147239264,0.13895189208547212,0.20005155968032995,0.6031815367540123
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6858343300518294,0.35684710933905844,0.2777844096932076,0.31239092495637005,0.6031815367540123
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.652681939460852,0.3493150684931507,0.4079025904261669,0.37634230959854614,0.6031815367540123
1,ET,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5580090164688564,0.3149113660062565,0.6128685687000119,0.41604538087520254,0.6031815367540123
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.01,0.7396571288373662,0.3282208588957055,0.012773069117822609,0.024589222107319314,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.02,0.73585426442175,0.31901840490797545,0.02482989136922526,0.04607376232140879,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.05,0.7274511607936947,0.34355828220858897,0.06684970753252954,0.11192165484161086,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.1,0.7104609439690864,0.33680981595092024,0.13107317655485257,0.18870843000773396,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.2,0.6711135645720244,0.3200429381996626,0.24913453503640923,0.2801718351456572,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3,0.6346490017480909,0.3192598650582703,0.3728064939715889,0.3439616718982323,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.5,0.5518753641856043,0.30877752560878363,0.6009311209263459,0.4079416531604537,0.5831899427273477
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.01,0.7409451958168491,0.39263803680981596,0.015279933150292467,0.02941514420314834,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.02,0.7380010427208882,0.3726993865030675,0.029007998090008355,0.05382655886587661,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.05,0.7303953138896556,0.37300613496932516,0.07257968246388923,0.12151493954232037,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.1,0.7174533075719938,0.3717791411042945,0.1446818670168318,0.2083011085331271,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.2,0.6869383874628148,0.35960742217451314,0.27993315029246746,0.31480735669217347,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.3,0.6518845646640292,0.3479860969126968,0.4063507222155903,0.3749105126934303,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.5,0.5577636703775263,0.31466601239035763,0.6123910707890653,0.4157212317666127,0.6067254166787577
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.01,0.7400251479743614,0.34662576687116564,0.01348931598424257,0.025968056991841893,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.02,0.737510350538228,0.3604294478527607,0.028053002268115076,0.05205449108428397,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.7284325451590149,0.35337423312883437,0.06875969917631611,0.11511941640851403,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.7157972214555157,0.36349693251533743,0.14145875611794198,0.2036607373034287,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6839328978440212,0.3520932372335531,0.27408380088337114,0.3082292925224862,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.6518232281411966,0.34788386832958496,0.40623134773785363,0.37480037446995984,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.5592357469255068,0.3161381340857511,0.6152560582547452,0.4176661264181523,0.6056157538049937
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.7413132149538443,0.4110429447852761,0.015996180016712425,0.030793979087670915,0.6062870689653899
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.7397184653601987,0.4156441717791411,0.032350483466634834,0.060028796101450885,0.6062870689653899
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.7310700156408133,0.37975460122699384,0.07389280171899248,0.12371340061956632,0.6062870689653899
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.7161652405925109,0.36533742331288344,0.14217500298436195,0.20469193091002835,0.6062870689653899
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6844235900266814,0.3533200429381997,0.27503879670526443,0.3093032621828434,0.6062870689653899
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.6499217959333885,0.34471478225311797,0.4025307389280172,0.37138608954237573,0.6062870689653899
1,ET,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5592970834483393,0.3161994724897258,0.6153754327324817,0.4177471636952998,0.6062870689653899
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.01,0.6846178652047726,0.5253456221198156,0.016625346361382527,0.032230703986429174,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.02,0.6854931588888377,0.5345622119815668,0.033834038209129357,0.06364010423810178,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.05,0.6876583590546829,0.535483870967742,0.08473093189441447,0.1463107529589524,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.1,0.6865066568388077,0.5119815668202765,0.16202420883768412,0.2461504375761604,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.2,0.6756806560095822,0.47892190739460955,0.30319381653784455,0.3713163064833006,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.3,0.6580365780623761,0.456541769041769,0.43357153274026544,0.4447602662876805,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l1'}",0.5,0.5883355599576173,0.4042200313277435,0.6397841621700452,0.4954263128176172,0.6309245338514698
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.01,0.6849864099138526,0.543778801843318,0.01720869184774683,0.03336160588068985,0.639371322480554
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.02,0.6862302483069977,0.5529953917050692,0.035000729181857954,0.06583459059113976,0.639371322480554
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.05,0.6865527249274428,0.5244239631336406,0.08298089543532157,0.14328884411986906,0.639371322480554
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.1,0.6842953885843276,0.5009216589861751,0.15852413591949832,0.24083305638639638,0.639371322480554
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.2,0.6687704427143318,0.4616447823082239,0.29225608866851394,0.35792105733166635,0.639371322480554
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.3,0.6496521859308058,0.44256756756756754,0.4203004229254776,0.4311466826239808,0.639371322480554
2,LR,"{'C': 0.001, 'penalty': 'l2'}",0.5,0.5875063343621874,0.4033907675297153,0.6384716348257256,0.4944099378881988,0.639371322480554
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.01,0.6857234993320127,0.5806451612903226,0.018375382820475426,0.035623409669211195,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.02,0.6877044271433178,0.5898617511520737,0.037334111127315155,0.07022356329721575,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.05,0.690146035840973,0.56036866359447,0.08866851392737349,0.15311004784688995,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.1,0.6882572442069379,0.5207373271889401,0.16479509989791455,0.250360031018057,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.2,0.672548025982402,0.4710896106887814,0.298235379903748,0.3652437935345597,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.3,0.6503892753489657,0.4437960687960688,0.42146711389820624,0.43234348118782256,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l1'}",0.5,0.5859400193485972,0.40182438035566204,0.6359924165086772,0.4924901185770751,0.6380964277945465
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.01,0.6861841802183627,0.6036866359447005,0.019104564678430802,0.037037037037037035,0.6366370820155274
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.02,0.6881651080296678,0.6013824884792627,0.03806329298527052,0.07159511726786448,0.6366370820155274
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.05,0.6894089464228129,0.5529953917050692,0.08750182295464488,0.15109544195416771,0.6366370820155274
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.1,0.6904685124614179,0.5317972350230414,0.16829517281610035,0.255677412207821,0.6366370820155274
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.2,0.6741143409959921,0.47500575904169545,0.30071459822079627,0.36828005000893016,0.6366370820155274
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.3,0.6522319988943659,0.44686732186732187,0.4243838413300277,0.43533547759742686,0.6366370820155274
2,LR,"{'C': 0.1, 'penalty': 'l2'}",0.5,0.5859400193485972,0.40182438035566204,0.6359924165086772,0.4924901185770751,0.6366370820155274
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.01,0.6820380522412125,0.39631336405529954,0.012541927956832434,0.024314390726604466,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.02,0.6807942138480675,0.41705069124423966,0.026396383257984542,0.04965025373748457,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.05,0.6787211498594923,0.44608294930875575,0.07058480385008022,0.12188365650969529,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.1,0.6686322384484268,0.42258064516129035,0.13373195274901561,0.2031682729589011,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.2,0.6485926198922006,0.41119557705597787,0.26031792329006853,0.31880692980889447,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.3,0.618602294190814,0.3908169533169533,0.3711535656992854,0.3807315431221483,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'uniform'}",0.5,0.5559957617358455,0.37187874320464387,0.5885955957415779,0.4557876905702992,0.5884778512852014
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.01,0.6831436863684526,0.45161290322580644,0.014291964415925331,0.027707096409386484,0.5886432945467508
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.02,0.6821762565071176,0.45161290322580644,0.028583928831850663,0.053764915649430804,0.5886432945467508
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.05,0.6801031925185425,0.4599078341013825,0.07277234942394634,0.12566104255854949,0.5886432945467508
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.1,0.672962638780117,0.44423963133640554,0.1405862622137961,0.21358147778885564,0.5886432945467508
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.2,0.6492375731330907,0.4128081087307072,0.2613387778912061,0.320057153063047,0.5886432945467508
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.3,0.6209978347998342,0.3948095823095823,0.37494531136065334,0.38462113845463386,0.5886432945467508
2,KNN,"{'n_neighbors': 5, 'weights': 'distance'}",0.5,0.5590362555857558,0.37491937713074724,0.5934081960040835,0.4595143986448334,0.5886432945467508
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.01,0.6824987331275625,0.41935483870967744,0.013271109814787808,0.025728018094430306,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.02,0.6808863500253375,0.41935483870967744,0.026542219629575616,0.04992456453161432,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.05,0.6784447413276823,0.4433179723502304,0.07014729473530698,0.12112817929992443,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.1,0.6673423319666467,0.4161290322580645,0.13169024354674055,0.20006646726487204,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.2,0.6487768922467407,0.4116563003916148,0.2606095960332507,0.319164136452938,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.3,0.6236697839406643,0.39926289926289926,0.3791745661367945,0.3889595332485601,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'uniform'}",0.5,0.5683420094900262,0.38422555975306366,0.608137669534782,0.47092038396386215,0.6038975531406624
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.01,0.6827751416593726,0.43317972350230416,0.013708618929561033,0.026576194515125814,0.6045554764994754
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.02,0.6818077117980375,0.4423963133640553,0.028000583345486364,0.052667672472911806,0.6045554764994754
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.05,0.6773391072004422,0.432258064516129,0.06839725827621408,0.11810627046084109,0.6045554764994754
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.1,0.6716727322983369,0.4377880184331797,0.13854455301152108,0.21047967209482665,0.6045554764994754
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.2,0.6497903901967107,0.41419027873761805,0.2622137961207525,0.32112877299517767,0.6045554764994754
