Split,Classifier,Parameters,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.3,0.6251439627769844,0.40171990171990174,0.3815079480822517,0.39135313037624353,0.6045554764994754
2,KNN,"{'n_neighbors': 10, 'weights': 'distance'}",0.5,0.5654857879946561,0.3813692066709666,0.6036167420154587,0.4674195369847544,0.6045554764994754
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.01,0.6829594140139126,0.4423963133640553,0.014000291672743182,0.02714164546225615,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.02,0.6809784862026075,0.4216589861751152,0.02668805600116669,0.05019887532574406,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.05,0.6782604689731423,0.4414746543778802,0.06985562199212483,0.12062452782674389,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.1,0.6770166305799973,0.4645161290322581,0.1470030625638034,0.22333000997008975,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.2,0.6801953286958125,0.4902096291177148,0.3103397987458072,0.3800678692623683,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.3,0.6646703828258166,0.4675982800982801,0.4440717514948228,0.455531453362256,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 5}",0.5,0.6106325148569586,0.4265180134525016,0.6750765640950853,0.522755505364201,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.01,0.6829594140139126,0.4423963133640553,0.014000291672743182,0.02714164546225615,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.02,0.6809784862026075,0.4216589861751152,0.02668805600116669,0.05019887532574406,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.05,0.6782604689731423,0.4414746543778802,0.06985562199212483,0.12062452782674389,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.1,0.6770166305799973,0.4645161290322581,0.1470030625638034,0.22333000997008975,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.2,0.6801953286958125,0.4902096291177148,0.3103397987458072,0.3800678692623683,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.3,0.6646703828258166,0.4675982800982801,0.4440717514948228,0.455531453362256,0.6712125189476802
2,DT,"{'max_depth': 5, 'min_samples_split': 10}",0.5,0.6106325148569586,0.4265180134525016,0.6750765640950853,0.522755505364201,0.6712125189476802
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.01,0.6836965034320726,0.4792626728110599,0.015166982645471781,0.029403449250777494,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.02,0.6824526650389275,0.45852534562211983,0.029021437946623888,0.054587848031820055,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.05,0.6777076519095223,0.4359447004608295,0.06898060376257839,0.11911357340720223,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.1,0.672501957893767,0.44193548387096776,0.13985708035584074,0.21247369004098815,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.2,0.6739300686414521,0.4745450357060585,0.3004229254776141,0.36792284336488656,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.3,0.6626433869258764,0.46421990171990174,0.4408633513198192,0.45224025731169126,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 5}",0.5,0.6086055189570184,0.4244909241684327,0.6718681639200816,0.5202710333145116,0.6576128992025155
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.01,0.6831436863684526,0.45161290322580644,0.014291964415925331,0.027707096409386484,0.6574421036970257
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.02,0.6822683926843875,0.4539170506912442,0.02872976520344174,0.05403922644356056,0.6574421036970257
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.05,0.6776155157322523,0.43502304147465437,0.06883476739098732,0.11886174767061194,0.6574421036970257
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.1,0.674068272907357,0.4497695852534562,0.14233629867288902,0.2162401683837377,0.6574421036970257
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.2,0.672916570691482,0.4720110573600553,0.2988187253901123,0.36595820682264685,0.6574421036970257
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.3,0.6634726125213065,0.4656019656019656,0.4421758786641388,0.45358665569601314,0.6574421036970257
2,DT,"{'max_depth': 10, 'min_samples_split': 10}",0.5,0.6086055189570184,0.4244909241684327,0.6718681639200816,0.5202710333145116,0.6574421036970257
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.01,0.6844335928502326,0.5161290322580645,0.01633367361820038,0.03166525303929884,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.02,0.6866909291933477,0.5645161290322581,0.03572991103981333,0.0672061445617885,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.05,0.690606716727323,0.5649769585253456,0.08939769578532886,0.15436917652984133,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.1,0.691574146588658,0.5373271889400921,0.17004520927519323,0.258336102802703,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.2,0.6823144607730225,0.49550794747753973,0.3136940352924019,0.3841757456688694,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.3,0.6631962039894965,0.46514127764127766,0.44173836954936563,0.45313785623457253,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.0001}",0.5,0.6013267609526881,0.4172118308301852,0.6603470905643868,0.5113495200451722,0.6614630776188308
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.01,0.6845257290275026,0.5207373271889401,0.016479509989791453,0.03194797851286401,0.6662280183586877
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.02,0.6865066568388077,0.5599078341013825,0.03543823829663118,0.066657522973529,0.6662280183586877
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.05,0.690790989081863,0.5668202764976958,0.089689368528511,0.1548728280030219,0.6662280183586877
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.1,0.6924955083613581,0.5419354838709678,0.17150357299110397,0.260551678298438,0.6662280183586877
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.2,0.6837886396093427,0.49919373416263535,0.3160274172378591,0.38703339882121807,0.6662280183586877
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.3,0.6657760169530567,0.4694410319410319,0.4458217879539157,0.4573266512080186,0.6662280183586877
2,SVM,"{'C': 0.001, 'tol': 0.001}",0.5,0.6035380292071681,0.4194232009582604,0.6638471634825726,0.5140598531902879,0.6662280183586877
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.01,0.6846178652047726,0.5253456221198156,0.016625346361382527,0.032230703986429174,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.02,0.6873358824342378,0.5806451612903226,0.03675076564095085,0.06912632012069676,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.05,0.6871976781683328,0.5308755760368664,0.0840017500364591,0.14505162427600102,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.1,0.6879808356751278,0.5193548387096775,0.16435759078314133,0.24969535836933646,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.2,0.6777997880867923,0.48422022575443446,0.3065480530844393,0.3754241828898018,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.3,0.655180356567006,0.45178132678132676,0.4290506052209421,0.44012267185279386,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.0001}",0.5,0.5831759340304971,0.39906016769556807,0.6316173253609451,0.4891022021456804,0.6264318848393516
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.01,0.6851706822683927,0.5529953917050692,0.017500364590928977,0.033927056827820185,0.6192244353014369
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.02,0.6840189800525176,0.4976958525345622,0.03150065626367216,0.059251131532025776,0.6192244353014369
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.05,0.6836043672548026,0.4949308755760369,0.07831413154440718,0.13523042054898013,0.6192244353014369
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.1,0.6771087667572673,0.4649769585253456,0.14714889893539448,0.22355156751966324,0.6192244353014369
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.2,0.6652692679780716,0.45289103893112187,0.2867143065480531,0.3511341310948384,0.6192244353014369
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.3,0.6403464320265352,0.42705773955773957,0.40557094939477906,0.4160371007554791,0.6192244353014369
2,SVM,"{'C': 0.1, 'tol': 0.001}",0.5,0.5756207674943566,0.39150465309131116,0.6196587428904768,0.47984189723320153,0.6192244353014369
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.01,0.6833279587229926,0.4608294930875576,0.01458363715910748,0.028272547356516818,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.02,0.6830976182798175,0.47465437788018433,0.03004229254776141,0.05650802359072829,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.05,0.6763256092504722,0.4221198156682028,0.06679305818871227,0.11533618735834802,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.1,0.6652231998894366,0.4055299539170507,0.12833600700014583,0.19497064362468153,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.2,0.6511724328557608,0.4176457037548952,0.26440134169461865,0.32380782282550463,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.3,0.6278159119178145,0.40617321867321865,0.38573720285839286,0.39569152517016976,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 10}",0.5,0.5594048002948357,0.37528793881875977,0.5939915414904477,0.45996612083568605,0.5892045583441237
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.01,0.6842493204956926,0.5069124423963134,0.01604200087501823,0.031099802092168498,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.02,0.6834661629888976,0.4838709677419355,0.03062563803412571,0.057605266767247296,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.05,0.6809324181139724,0.4682027649769585,0.074084876768266,0.127927474187862,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.1,0.6752660432118671,0.4557603686635945,0.14423217150357298,0.21912041652819314,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.2,0.6607545952918413,0.4416033172080166,0.27956832434009043,0.34238256831577063,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.3,0.6405307043810752,0.42736486486486486,0.4058626221379612,0.41633630039643954,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 5, 'n_estimators': 100}",0.5,0.5842815681577371,0.40016585275960564,0.6333673618200379,0.4904573687182383,0.6284580627135681
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.01,0.6804717372276224,0.31797235023041476,0.010062709639784163,0.019508057675996608,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.02,0.6787672179481273,0.3663594470046083,0.023187983082980895,0.0436154162666301,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.6712581195006219,0.37142857142857144,0.05877205775120315,0.10148577184588266,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.653245496844336,0.3456221198156682,0.10937727869330612,0.1661681621801263,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6235315796747593,0.3485372034093527,0.2206504302172962,0.2702268262189677,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.5908693048325425,0.34459459459459457,0.32725681785037186,0.33570199715760346,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.5198783802460036,0.33575969777941583,0.5314277380778766,0.411518915866742,0.5321400235400527
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.6843414566729626,0.511520737327189,0.016187837246609306,0.031382527565733676,0.6377214662791446
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.6833740268116276,0.4815668202764977,0.030479801662534636,0.057330955973117534,0.6377214662791446
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.6815773713548625,0.47465437788018433,0.07510573136940353,0.12969025434399398,0.6377214662791446
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.6782144008845074,0.4705069124423963,0.1488989353944874,0.2262102581145453,0.6377214662791446
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6652692679780716,0.45289103893112187,0.2867143065480531,0.3511341310948384,0.6377214662791446
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.6447689685354955,0.43442874692874694,0.41257109523115065,0.42321789213852945,0.6377214662791446
2,RF,"{'max_depth': 5, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5916524623393375,0.40753708651985626,0.645034271547324,0.49949181253529074,0.6377214662791446
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.01,0.6830515501911826,0.4470046082949309,0.014146128044334258,0.027424370935821323,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.02,0.6807020776707975,0.4147465437788018,0.026250546886393465,0.049375942943354824,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.05,0.6760492007186621,0.41935483870967744,0.06635554907393904,0.11458071014857718,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.1,0.6692771916893168,0.4258064516129032,0.13475280735015313,0.2047191758059156,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.2,0.6564241949601511,0.4307763188205483,0.2727140148753099,0.33398821218074654,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.3,0.6427419726355553,0.43105036855036855,0.40936269505614703,0.4199266960879647,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 10}",0.5,0.5849265213986272,0.4008108357136276,0.6343882164211755,0.49124788255223034,0.6212787492837076
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.01,0.6836043672548026,0.47465437788018433,0.015021146273880705,0.029120723777212327,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.02,0.6840189800525176,0.4976958525345622,0.03150065626367216,0.059251131532025776,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.05,0.6822223245957525,0.48110599078341015,0.07612658597054105,0.1314530345001259,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.1,0.6803335329617174,0.48110599078341015,0.1522531719410821,0.2313060817547358,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.2,0.671626664209702,0.4687859940105966,0.29677701618783725,0.36345776031434185,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.3,0.6566545354033261,0.45423832923832924,0.4313839871663993,0.44251626898047725,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.5,0.598931220343668,0.41481617985810376,0.6565553449030188,0.5084133258046302,0.6552084600808532
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.01,0.6837886396093427,0.4838709677419355,0.015312819017062855,0.029686174724342665,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.02,0.6814391670889575,0.43317972350230416,0.027417237859122066,0.051570429296392814,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.05,0.6758649283641222,0.41751152073732717,0.06606387633075689,0.11407705867539662,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.1,0.674252545261897,0.45069124423963136,0.14262797141607117,0.21668328348288468,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.2,0.6647164509144515,0.451508868924211,0.28583928831850663,0.35006251116270765,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.3,0.6511263647671258,0.44502457002457,0.4226338048709348,0.43354027975166426,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 10}",0.5,0.6034458930298982,0.41933106053625724,0.6637013271109815,0.5139469226425748,0.6521746167130446
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.01,0.6836965034320726,0.4792626728110599,0.015166982645471781,0.029403449250777494,0.648151717947547
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.02,0.6829133459252775,0.4700460829493088,0.029750619804579263,0.055959402002468794,0.648151717947547
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.05,0.6821301884184825,0.480184331797235,0.07598074959894997,0.1312012087635356,0.648151717947547
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.1,0.6798728520753674,0.4788018433179724,0.15152399008312673,0.23019829400686828,0.648151717947547
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.2,0.6696918044870318,0.46394839898640866,0.2937144523844247,0.35970709055188427,0.648151717947547
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.3,0.654535403326116,0.4507063882063882,0.4280297506198046,0.4390754731094323,0.648151717947547
2,RF,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.5,0.5956143179619477,0.411499124665991,0.6513052355257402,0.5043478260869565,0.648151717947547
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.01,0.6830515501911826,0.4470046082949309,0.014146128044334258,0.027424370935821323,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.02,0.6818998479753074,0.4447004608294931,0.028146419717077438,0.05294198326704156,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.05,0.6796425116321924,0.4552995391705069,0.07204316756599095,0.1244019138755981,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.1,0.6750817708573271,0.45483870967741935,0.14394049876039083,0.21867730142904618,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.2,0.6707974386142719,0.46671273900023036,0.29546448884351756,0.3618503304161457,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.3,0.6578523057078361,0.45623464373464373,0.4332798599970833,0.44446106664672,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 10}",0.5,0.6071313401206984,0.42301667741638255,0.6695347819746245,0.518464144551101,0.6575278967301718
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.01,0.6831436863684526,0.45161290322580644,0.014291964415925331,0.027707096409386484,0.665172531302034
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.02,0.6836504353434376,0.48847926267281105,0.03091731077730786,0.05815388835550679,0.665172531302034
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.05,0.6826830054821026,0.4857142857142857,0.07685576782849643,0.13271216318307733,0.665172531302034
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.1,0.6819919841525776,0.4894009216589862,0.15487822662972145,0.23529411764705882,0.665172531302034
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.2,0.6838807757866127,0.49942409583045383,0.3161732536094502,0.38721200214323986,0.665172531302034
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.3,0.6581287142396463,0.4566953316953317,0.4337173691118565,0.4449098661081607,0.665172531302034
2,GB,"{'learning_rate': 0.001, 'n_estimators': 100}",0.5,0.6044593909798682,0.4203446051782917,0.6653055271984833,0.5151891586674194,0.665172531302034
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.01,0.6844335928502326,0.5161290322580645,0.01633367361820038,0.03166525303929884,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.02,0.6840189800525176,0.4976958525345622,0.03150065626367216,0.059251131532025776,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.05,0.6859077716865527,0.5179723502304148,0.08196004083418404,0.14152606396373707,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.1,0.6846639332934077,0.5027649769585254,0.15910748140586262,0.24171928658469036,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.2,0.6814852351775925,0.4934346924671735,0.3123815079480822,0.3825683157706733,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.3,0.6655917445985166,0.46913390663390664,0.44553011521073355,0.45702745156705804,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 10}",0.5,0.6114617404523887,0.4273472772505298,0.676389091439405,0.5237718802936194,0.6712359804353387
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.01,0.6865527249274428,0.6221198156682027,0.0196879101647951,0.03816793893129771,0.6834971512804384
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.02,0.6865066568388077,0.5599078341013825,0.03543823829663118,0.066657522973529,0.6834971512804384
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.05,0.6878426314092229,0.5373271889400921,0.08502260463759662,0.14681440443213295,0.6834971512804384
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.1,0.690007831575068,0.5294930875576037,0.16756599095814495,0.25456962445995346,0.6834971512804384
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.2,0.6869212696365228,0.5070260308684635,0.32098585387195566,0.39310591176995896,0.6834971512804384
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.3,0.672778366425577,0.4811117936117936,0.4569053521948374,0.4686962375645149,0.6834971512804384
2,GB,"{'learning_rate': 0.1, 'n_estimators': 100}",0.5,0.6171741834431289,0.433059983414724,0.6854309464780516,0.530773574251835,0.6834971512804384
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.01,0.6819459160639425,0.391705069124424,0.012396091585241359,0.0240316652530393,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.02,0.6825448012161975,0.4608294930875576,0.02916727431821496,0.054862158825949796,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.05,0.6836043672548026,0.4949308755760369,0.07831413154440718,0.13523042054898013,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.1,0.6840189800525176,0.49953917050691243,0.1580866268047251,0.2401683837376759,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.2,0.671626664209702,0.4687859940105966,0.29677701618783725,0.36345776031434185,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.3,0.6560095821624361,0.4531633906633907,0.43036313256526176,0.4414690702371157,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 10}",0.5,0.6078684295388584,0.42375380079240765,0.670701472947353,0.5193675889328064,0.6654665560863606
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.01,0.6841571843184227,0.5023041474654378,0.015896164503427155,0.030817076618603337,0.6686759432347882
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.02,0.6846639332934077,0.5138248847926268,0.032521510864809686,0.061171307090934025,0.6686759432347882
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.05,0.6829594140139126,0.48847926267281105,0.07729327694326965,0.13346764039284817,0.6686759432347882
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.1,0.6844796609388677,0.5018433179723503,0.15881580866268047,0.24127617148554334,0.6686759432347882
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.2,0.672916570691482,0.4720110573600553,0.2988187253901123,0.36595820682264685,0.6686759432347882
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.3,0.6571152162896762,0.4550061425061425,0.43211316902435465,0.44326426808287833,0.6686759432347882
2,AB,"{'algorithm': 'SAMME', 'n_estimators': 100}",0.5,0.6103561063251486,0.4262415921864922,0.6746390549803121,0.5224167137210616,0.6686759432347882
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.01,0.6836965034320726,0.4792626728110599,0.015166982645471781,0.029403449250777494,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.02,0.6827290735707375,0.46543778801843316,0.029458947061397112,0.05541078041420929,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.05,0.6844335928502326,0.5032258064516129,0.07962665888872685,0.1374968521782926,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.1,0.6847560694706777,0.5032258064516129,0.1592533177774537,0.2419408441342639,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.2,0.6744828857050721,0.47592720571296937,0.30129794370716056,0.36899446329701735,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.3,0.6607085272032064,0.460995085995086,0.4378007875164066,0.44909866108160673,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 10}",0.5,0.6111853319205787,0.42707085598452044,0.6759515823246318,0.52343308865048,0.6697259454689818
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.01,0.6848021375593126,0.5345622119815668,0.016917019104564678,0.032796154933559515,0.6754230850628693
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.02,0.6854931588888377,0.5345622119815668,0.033834038209129357,0.06364010423810178,0.6754230850628693
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.05,0.6867369972819828,0.5262672811059907,0.08327256817850372,0.1437924955930496,0.6754230850628693
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.1,0.6889021974478279,0.523963133640553,0.16581595449905207,0.25191093386507146,0.6754230850628693
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.2,0.6813930990003225,0.493204330799355,0.3122356715764912,0.3823897124486516,0.6754230850628693
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.3,0.6672501957893767,0.4718980343980344,0.44815516989937293,0.45972024833570196,0.6754230850628693
2,AB,"{'algorithm': 'SAMME.R', 'n_estimators': 100}",0.5,0.6121988298705486,0.4280844006265549,0.6775557824121335,0.5246753246753247,0.6754230850628693
